gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group C,some college,standard,none,81,79,87
female,group C,bachelor's degree,standard,none,86,89,92
female,group B,high school,standard,none,57,66,65
male,group D,high school,standard,completed,65,65,68
female,group C,some college,standard,none,59,45,50
female,group D,some college,free/reduced,completed,59,74,79
female,group B,some high school,standard,none,63,67,69
male,group E,some college,standard,none,79,68,76
female,group D,master's degree,standard,none,79,82,86
female,group B,associate's degree,standard,completed,95,89,88
male,group C,some college,free/reduced,none,67,60,56
female,group E,associate's degree,standard,completed,92,93,88
female,group D,master's degree,free/reduced,none,45,60,52
female,group B,some high school,standard,none,77,83,83
male,group A,high school,standard,none,69,70,66
male,group B,bachelor's degree,free/reduced,none,51,58,59
male,group C,master's degree,standard,none,76,81,74
female,group C,bachelor's degree,standard,none,87,87,82
male,group D,some college,standard,none,75,67,70
male,group A,some high school,standard,none,63,50,45
male,group D,some high school,free/reduced,none,63,46,53
female,group B,some high school,standard,completed,56,60,66
female,group B,master's degree,free/reduced,completed,81,100,89
female,group C,some high school,standard,completed,79,85,80
female,group D,some college,standard,none,70,89,83
female,group E,some college,standard,completed,61,70,78
female,group D,some high school,standard,completed,69,80,79
female,group B,high school,free/reduced,completed,63,78,74
male,group D,some college,standard,none,67,53,51
female,group C,associate's degree,standard,none,89,88,84
male,group D,bachelor's degree,standard,none,74,56,53
male,group C,master's degree,free/reduced,none,51,62,54
male,group C,high school,standard,completed,51,50,51
male,group E,some college,standard,none,73,65,58
male,group C,some high school,free/reduced,completed,51,57,58
female,group C,high school,free/reduced,none,35,57,39
female,group D,bachelor's degree,free/reduced,none,32,45,52
female,group C,associate's degree,standard,none,67,76,69
female,group C,associate's degree,standard,completed,67,63,75
female,group C,some high school,standard,none,48,52,48
male,group E,associate's degree,standard,completed,63,66,61
female,group E,associate's degree,standard,completed,75,87,91
male,group B,high school,standard,completed,78,67,73
female,group C,bachelor's degree,free/reduced,completed,71,81,84
male,group C,associate's degree,standard,completed,51,57,55
female,group D,high school,standard,none,49,65,67
male,group E,bachelor's degree,standard,completed,88,70,66
male,group A,associate's degree,standard,completed,100,94,91
male,group C,high school,standard,completed,71,73,66
male,group D,associate's degree,free/reduced,completed,77,87,77
female,group C,associate's degree,standard,none,77,77,79
female,group D,associate's degree,standard,none,78,99,93
female,group D,master's degree,standard,none,64,58,71
male,group E,some high school,free/reduced,completed,78,84,78
female,group A,some high school,standard,completed,96,98,100
male,group C,high school,standard,completed,71,68,61
female,group C,high school,free/reduced,none,67,64,68
male,group C,master's degree,standard,none,78,72,65
male,group C,some high school,free/reduced,none,82,81,64
male,group B,bachelor's degree,free/reduced,completed,90,88,86
female,group B,associate's degree,standard,none,44,45,45
male,group D,some college,free/reduced,none,74,61,67
male,group E,associate's degree,standard,none,58,48,37
female,group C,some college,free/reduced,none,35,38,33
female,group C,associate's degree,standard,completed,57,75,80
male,group C,master's degree,free/reduced,none,63,68,67
female,group B,associate's degree,free/reduced,none,53,70,75
male,group D,some high school,standard,none,71,64,61
female,group D,some college,standard,completed,69,76,81
female,group C,some college,standard,none,58,69,73
male,group C,bachelor's degree,standard,completed,100,90,90
female,group D,some college,free/reduced,completed,58,75,83
male,group B,bachelor's degree,free/reduced,none,49,50,48
male,group B,associate's degree,standard,none,43,40,46
female,group E,bachelor's degree,free/reduced,completed,96,98,100
female,group D,master's degree,free/reduced,completed,59,75,74
male,group B,high school,free/reduced,none,58,52,44
male,group D,bachelor's degree,free/reduced,none,68,66,69
male,group B,some college,standard,completed,73,73,66
male,group A,bachelor's degree,standard,none,86,91,95
female,group C,some college,standard,none,55,65,52
female,group C,high school,free/reduced,completed,46,69,61
female,group E,high school,standard,none,79,82,76
male,group A,associate's degree,free/reduced,completed,44,52,55
male,group A,some college,standard,completed,61,56,51
female,group B,high school,standard,none,79,91,84
female,group B,some college,free/reduced,completed,50,54,60
female,group D,master's degree,standard,none,52,63,73
female,group D,some high school,standard,none,78,98,91
female,group E,some high school,standard,none,73,81,81
female,group D,bachelor's degree,free/reduced,none,61,72,77
female,group D,associate's degree,standard,completed,74,70,81
female,group D,some college,standard,none,70,81,74
female,group C,associate's degree,standard,none,62,77,77
female,group A,high school,standard,none,57,68,74
female,group C,bachelor's degree,free/reduced,none,39,58,67
female,group C,some college,standard,none,54,64,66
female,group A,some high school,standard,none,48,64,60
male,group C,some college,free/reduced,none,56,53,59
male,group A,some high school,standard,none,75,62,54
male,group E,bachelor's degree,standard,none,73,64,61
female,group E,high school,standard,none,73,76,72
female,group C,bachelor's degree,standard,completed,88,100,100
female,group C,bachelor's degree,standard,completed,60,82,77
male,group B,high school,free/reduced,none,30,29,11
male,group A,some high school,standard,none,51,53,45
female,group D,high school,standard,none,68,73,76
female,group D,some high school,standard,none,67,85,81
female,group D,master's degree,standard,none,58,55,65
female,group C,high school,standard,none,30,29,25
female,group E,some college,standard,none,75,76,77
male,group D,high school,free/reduced,none,57,55,49
male,group D,master's degree,free/reduced,completed,85,85,94
male,group C,some high school,standard,none,79,70,57
female,group C,associate's degree,standard,none,86,81,82
female,group C,master's degree,free/reduced,none,38,60,58
female,group E,some college,standard,none,57,64,62
female,group B,associate's degree,standard,none,63,68,68
male,group D,some college,free/reduced,completed,73,59,66
female,group C,some college,standard,none,61,59,65
male,group C,bachelor's degree,standard,completed,95,95,92
female,group C,associate's degree,standard,none,60,79,70
female,group A,associate's degree,standard,none,82,90,90
female,group C,high school,standard,none,57,67,67
female,group E,bachelor's degree,standard,none,37,47,37
male,group D,bachelor's degree,standard,none,86,78,82
male,group D,master's degree,standard,none,90,77,88
male,group C,associate's degree,free/reduced,completed,70,72,72
female,group C,high school,free/reduced,none,30,57,53
male,group B,bachelor's degree,free/reduced,none,65,68,58
male,group C,high school,free/reduced,completed,53,46,53
male,group A,some college,standard,completed,100,97,88
female,group E,bachelor's degree,free/reduced,none,61,59,62
male,group D,some college,standard,completed,100,97,95
male,group B,associate's degree,free/reduced,completed,64,74,59
male,group D,associate's degree,standard,none,58,47,47
male,group D,some college,free/reduced,none,47,61,47
female,group C,some high school,standard,completed,46,55,54
male,group D,some college,standard,none,63,60,67
male,group B,high school,standard,none,79,62,69
female,group B,bachelor's degree,standard,completed,70,75,76
female,group C,high school,standard,none,74,92,83
male,group D,some high school,standard,none,79,82,82
male,group A,high school,standard,none,72,69,60
female,group B,high school,free/reduced,completed,68,77,82
female,group D,some high school,standard,completed,80,90,92
male,group E,some college,standard,none,85,76,76
female,group D,associate's degree,standard,none,73,75,75
male,group D,high school,standard,none,46,47,52
female,group D,associate's degree,free/reduced,completed,70,92,93
female,group B,some high school,free/reduced,none,76,84,83
female,group E,high school,standard,completed,75,83,83
male,group B,high school,standard,none,69,65,64
female,group B,bachelor's degree,standard,completed,70,81,83
female,group D,associate's degree,standard,none,57,69,64
female,group E,high school,free/reduced,none,61,64,66
female,group B,high school,standard,none,54,49,58
female,group D,some college,standard,completed,73,78,78
male,group C,some high school,free/reduced,completed,48,59,52
female,group A,high school,standard,completed,71,85,75
female,group D,some college,standard,completed,90,81,95
female,group A,associate's degree,standard,completed,67,66,74
female,group B,some high school,standard,none,72,82,84
female,group B,some college,standard,none,59,66,66
male,group C,associate's degree,free/reduced,none,75,72,63
male,group D,some high school,standard,none,73,64,64
female,group D,associate's degree,free/reduced,none,47,56,54
male,group D,associate's degree,standard,none,94,92,82
male,group C,some college,free/reduced,none,79,73,69
male,group C,some high school,standard,none,77,66,59
female,group D,some college,free/reduced,none,51,68,67
female,group C,high school,standard,none,61,68,70
male,group D,associate's degree,standard,none,82,63,61
female,group C,some high school,free/reduced,completed,51,58,55
female,group C,some college,free/reduced,completed,66,72,66
female,group B,bachelor's degree,free/reduced,none,72,88,82
male,group C,some college,standard,none,69,73,58
male,group D,associate's degree,standard,completed,84,67,79
female,group C,high school,free/reduced,none,70,79,73
male,group D,associate's degree,free/reduced,none,57,61,51
female,group C,some college,standard,none,73,81,78
female,group C,associate's degree,standard,completed,60,87,84
female,group D,high school,standard,completed,67,76,76
female,group B,some college,standard,completed,45,67,70
female,group E,some college,standard,completed,77,80,76
female,group C,some high school,standard,completed,71,86,74
male,group D,associate's degree,free/reduced,none,86,71,77
male,group D,some college,free/reduced,none,65,59,60
female,group D,high school,standard,none,63,69,69
male,group B,high school,standard,none,55,68,62
male,group B,high school,standard,none,63,52,59
female,group C,some high school,free/reduced,completed,31,36,48
male,group B,some college,standard,completed,59,62,63
female,group E,master's degree,standard,completed,92,99,97
male,group E,some college,standard,completed,85,71,72
male,group D,associate's degree,free/reduced,none,78,76,73
male,group A,high school,free/reduced,none,51,61,46
male,group E,some college,free/reduced,none,88,88,78
female,group C,associate's degree,standard,none,52,50,53
female,group E,associate's degree,free/reduced,none,69,76,79
female,group C,bachelor's degree,free/reduced,completed,63,74,80
female,group D,associate's degree,standard,none,81,81,78
female,group C,some high school,standard,none,45,64,51
female,group D,some college,free/reduced,none,79,92,91
female,group C,associate's degree,standard,completed,77,82,88
female,group A,bachelor's degree,standard,none,55,77,69
female,group D,associate's degree,standard,completed,60,79,77
male,group C,high school,free/reduced,none,66,66,55
female,group E,bachelor's degree,standard,completed,77,85,79
female,group B,some high school,standard,none,57,67,75
male,group A,bachelor's degree,standard,completed,83,79,90
female,group D,some college,standard,none,61,67,66
female,group B,some high school,free/reduced,completed,57,59,63
male,group A,bachelor's degree,free/reduced,none,61,71,65
male,group D,high school,standard,none,48,38,38
male,group C,some college,standard,none,66,55,55
male,group D,high school,standard,none,88,86,74
female,group D,associate's degree,free/reduced,completed,40,58,58
male,group C,some college,standard,completed,94,79,88
female,group E,some high school,standard,completed,76,84,85
female,group D,some college,standard,none,100,98,94
male,group D,master's degree,standard,none,83,83,84
female,group B,some high school,standard,completed,63,66,73
female,group B,associate's degree,free/reduced,completed,81,92,82
male,group C,associate's degree,standard,completed,69,83,71
female,group C,associate's degree,standard,completed,95,94,99
female,group C,high school,standard,none,80,73,77
male,group E,associate's degree,free/reduced,completed,96,76,75
female,group C,some college,free/reduced,none,63,72,67
male,group D,some high school,free/reduced,completed,54,64,54
female,group B,some high school,free/reduced,completed,74,91,84
male,group C,high school,standard,none,52,52,43
male,group B,some college,standard,none,46,48,36
male,group E,some college,standard,completed,78,70,74
female,group E,associate's degree,standard,completed,61,73,81
male,group E,some high school,standard,completed,68,53,56
female,group D,high school,free/reduced,none,77,87,79
male,group C,some college,standard,none,50,44,35
female,group B,associate's degree,free/reduced,completed,70,78,77
male,group A,some high school,free/reduced,none,58,42,48
female,group C,some college,standard,completed,85,93,98
male,group D,some high school,standard,none,51,45,49
female,group E,some college,free/reduced,none,56,60,52
male,group C,master's degree,standard,none,72,60,57
male,group C,associate's degree,standard,none,97,81,85
female,group B,some college,free/reduced,completed,48,62,76
male,group D,associate's degree,standard,none,85,70,71
male,group C,high school,free/reduced,none,63,55,51
male,group D,bachelor's degree,standard,none,81,71,77
female,group A,associate's degree,free/reduced,none,34,53,51
female,group C,high school,standard,none,86,79,78
female,group C,associate's degree,standard,completed,56,70,69
male,group B,some college,free/reduced,none,60,52,50
male,group D,associate's degree,standard,none,69,82,75
male,group D,high school,standard,none,71,70,72
male,group C,some college,standard,none,66,67,66
female,group C,bachelor's degree,free/reduced,none,49,60,57
male,group B,some college,standard,completed,82,79,82
male,group D,some high school,standard,completed,68,67,63
male,group E,some college,standard,none,67,67,70
male,group C,master's degree,free/reduced,completed,81,81,75
female,group C,some high school,standard,completed,73,88,90
male,group C,associate's degree,free/reduced,none,53,56,48
female,group E,associate's degree,standard,none,84,90,87
male,group D,some college,standard,none,54,58,47
male,group E,bachelor's degree,free/reduced,completed,75,63,70
female,group D,some college,free/reduced,completed,57,58,61
male,group B,some college,standard,completed,73,82,76
female,group C,high school,free/reduced,none,50,69,64
female,group D,some high school,standard,none,43,53,58
male,group D,some high school,standard,completed,81,85,88
female,group B,high school,standard,none,58,66,63
male,group D,some college,standard,none,55,63,59
female,group B,high school,standard,none,78,71,72
female,group C,high school,standard,completed,60,72,80
male,group B,high school,standard,completed,71,60,63
female,group D,some high school,standard,none,70,70,71
male,group A,some college,free/reduced,none,55,55,58
male,group B,high school,standard,none,54,45,47
male,group D,bachelor's degree,standard,none,73,74,72
female,group B,some high school,free/reduced,completed,49,70,77
female,group C,bachelor's degree,free/reduced,none,57,80,84
male,group B,some college,standard,none,70,68,57
female,group B,some high school,free/reduced,none,48,63,51
female,group B,high school,standard,none,67,70,67
female,group C,some college,free/reduced,none,35,43,41
female,group A,some college,standard,completed,67,74,81
male,group E,associate's degree,standard,completed,92,82,82
female,group D,associate's degree,free/reduced,none,49,61,55
female,group B,master's degree,standard,none,77,94,89
female,group B,high school,free/reduced,completed,75,81,83
female,group C,associate's degree,standard,completed,48,64,65
male,group C,bachelor's degree,standard,completed,90,86,81
female,group B,some high school,standard,completed,27,49,40
female,group E,some high school,free/reduced,none,76,78,73
female,group B,some college,standard,none,18,35,30
male,group C,associate's degree,free/reduced,none,71,64,62
female,group C,master's degree,free/reduced,none,48,70,60
female,group B,high school,standard,none,53,58,55
female,group D,some college,free/reduced,none,59,61,66
male,group D,high school,free/reduced,none,62,71,72
male,group E,some high school,standard,completed,86,84,74
female,group B,high school,standard,none,41,48,56
female,group E,associate's degree,free/reduced,completed,54,68,69
male,group D,high school,standard,none,67,72,74
female,group E,associate's degree,free/reduced,none,67,89,79
male,group E,some college,standard,none,65,60,55
female,group C,associate's degree,standard,none,52,53,61
male,group C,some high school,standard,completed,66,70,70
male,group C,some high school,standard,completed,78,81,68
female,group E,associate's degree,standard,none,83,95,100
female,group B,some college,standard,none,82,90,84
female,group C,some college,standard,none,77,81,81
male,group A,some college,free/reduced,none,80,85,78
female,group D,some college,free/reduced,none,69,76,72
female,group E,high school,free/reduced,none,42,43,35
male,group C,high school,standard,none,88,80,64
male,group B,bachelor's degree,standard,none,60,50,49
male,group A,some high school,standard,none,56,32,38
male,group A,high school,free/reduced,none,46,46,48
female,group C,master's degree,standard,completed,59,60,64
male,group E,some high school,standard,completed,86,89,73
female,group C,high school,standard,none,73,83,78
male,group B,some high school,standard,completed,95,86,85
female,group A,bachelor's degree,standard,none,43,64,67
male,group D,bachelor's degree,free/reduced,completed,65,68,81
female,group B,high school,free/reduced,none,58,72,64
female,group C,some high school,standard,none,74,91,86
female,group A,some high school,standard,completed,88,86,93
female,group D,bachelor's degree,free/reduced,none,74,87,94
male,group E,some college,free/reduced,completed,44,52,54
female,group B,high school,free/reduced,none,71,86,81
female,group C,some high school,free/reduced,none,48,59,57
male,group C,high school,standard,none,61,72,53
female,group C,associate's degree,free/reduced,completed,56,72,70
female,group C,some high school,standard,none,68,71,71
female,group D,some high school,free/reduced,completed,67,85,83
male,group B,some high school,standard,none,68,51,49
female,group A,some college,free/reduced,none,61,55,55
female,group C,bachelor's degree,free/reduced,completed,79,85,92
male,group A,bachelor's degree,standard,none,62,56,61
female,group B,high school,standard,completed,82,77,86
male,group B,some college,standard,none,54,49,42
female,group C,high school,standard,completed,56,65,71
male,group E,high school,standard,none,78,60,55
female,group A,high school,standard,completed,79,80,77
male,group B,associate's degree,free/reduced,completed,55,61,48
female,group C,associate's degree,standard,none,69,76,77
female,group D,high school,free/reduced,none,40,53,47
male,group C,some high school,standard,none,66,59,50
female,group B,high school,free/reduced,completed,22,39,34
male,group B,some college,free/reduced,completed,75,81,75
female,group D,some high school,free/reduced,completed,45,69,59
male,group E,master's degree,standard,none,87,88,80
male,group C,master's degree,standard,completed,86,81,80
male,group D,high school,standard,none,61,54,54
female,group C,high school,standard,none,63,70,73
male,group D,associate's degree,standard,none,82,75,68
male,group C,master's degree,standard,none,66,67,64
female,group A,high school,standard,none,56,64,65
female,group E,some college,standard,none,83,82,92
male,group E,some high school,standard,none,78,65,59
male,group C,some high school,standard,none,67,68,55
female,group B,bachelor's degree,standard,none,94,93,100
male,group B,some college,free/reduced,none,71,68,64
female,group C,bachelor's degree,standard,none,68,80,77
male,group B,high school,standard,completed,48,44,50
male,group C,associate's degree,free/reduced,none,83,77,72
female,group C,associate's degree,standard,none,54,57,49
female,group E,master's degree,free/reduced,none,84,89,89
male,group D,bachelor's degree,free/reduced,completed,36,46,37
female,group C,some college,standard,completed,71,68,84
male,group C,associate's degree,standard,none,98,94,87
male,group D,some college,standard,completed,81,82,92
male,group C,high school,free/reduced,none,62,48,55
male,group B,associate's degree,standard,none,56,37,36
male,group E,associate's degree,free/reduced,completed,81,69,74
male,group C,associate's degree,free/reduced,none,45,48,46
male,group B,high school,standard,none,54,60,44
female,group C,some college,standard,completed,72,74,71
male,group B,associate's degree,standard,completed,86,80,79
male,group E,associate's degree,free/reduced,none,86,95,80
female,group C,bachelor's degree,free/reduced,none,42,62,63
male,group C,some college,free/reduced,none,80,65,65
male,group D,some college,standard,none,82,84,83
male,group C,some high school,standard,none,53,59,57
female,group D,some high school,standard,none,55,68,75
female,group D,associate's degree,standard,none,62,75,75
male,group C,bachelor's degree,standard,completed,64,66,65
female,group E,bachelor's degree,standard,completed,75,65,69
female,group B,high school,free/reduced,none,61,74,68
male,group D,bachelor's degree,free/reduced,none,55,47,47
female,group E,associate's degree,standard,none,52,52,53
female,group C,associate's degree,standard,completed,60,73,78
female,group E,associate's degree,standard,completed,98,100,98
male,group C,high school,free/reduced,none,49,67,57
female,group D,some college,free/reduced,none,71,62,73
male,group D,high school,free/reduced,none,45,47,51
female,group E,some college,standard,completed,82,81,87
female,group E,associate's degree,standard,none,85,93,81
female,group A,master's degree,free/reduced,none,48,71,74
male,group D,some high school,standard,completed,89,72,71
female,group E,associate's degree,standard,none,55,66,70
female,group E,some high school,free/reduced,none,29,37,38
male,group B,high school,free/reduced,none,33,27,28
female,group B,some high school,free/reduced,completed,60,78,75
male,group D,associate's degree,standard,completed,67,54,58
female,group D,some high school,standard,completed,60,80,85
male,group D,master's degree,standard,none,85,87,85
female,group C,master's degree,standard,none,76,82,79
female,group A,high school,free/reduced,completed,34,53,45
female,group D,bachelor's degree,free/reduced,completed,90,98,95
female,group D,some high school,free/reduced,none,62,86,81
male,group D,some college,standard,none,83,79,72
male,group B,high school,standard,none,54,48,48
female,group D,some college,standard,completed,80,82,92
female,group C,bachelor's degree,free/reduced,none,64,75,68
male,group E,bachelor's degree,standard,completed,70,63,66
male,group D,bachelor's degree,free/reduced,none,53,44,44
female,group A,some college,standard,none,71,85,81
female,group C,bachelor's degree,standard,completed,47,56,67
female,group C,bachelor's degree,free/reduced,completed,49,63,63
female,group B,associate's degree,free/reduced,none,45,61,59
female,group E,some college,standard,none,67,70,67
male,group E,bachelor's degree,standard,completed,100,100,100
female,group C,high school,standard,none,49,59,49
female,group C,associate's degree,standard,completed,55,76,75
male,group B,some college,standard,completed,94,100,93
male,group D,high school,free/reduced,none,74,70,68
female,group C,high school,free/reduced,none,32,57,51
male,group D,high school,standard,none,76,67,66
female,group B,associate's degree,free/reduced,none,59,60,63
male,group D,high school,free/reduced,none,74,67,66
male,group E,some high school,standard,completed,79,65,63
male,group E,associate's degree,free/reduced,none,66,59,49
female,group D,high school,free/reduced,completed,68,65,71
male,group E,associate's degree,free/reduced,completed,44,41,42
female,group C,some high school,free/reduced,none,52,52,49
male,group C,some college,free/reduced,completed,63,76,72
male,group D,some college,free/reduced,none,60,62,63
male,group D,associate's degree,free/reduced,completed,63,74,74
male,group C,bachelor's degree,free/reduced,completed,67,70,79
male,group C,associate's degree,standard,completed,100,92,88
male,group D,some college,free/reduced,none,70,65,59
male,group A,associate's degree,standard,none,62,55,49
female,group E,high school,free/reduced,none,56,57,59
male,group D,some college,standard,completed,83,85,84
male,group D,some high school,standard,completed,72,70,74
male,group C,master's degree,free/reduced,completed,76,63,68
female,group D,master's degree,standard,none,78,96,92
male,group C,high school,standard,none,85,68,59
male,group A,some high school,free/reduced,completed,64,65,62
female,group B,high school,standard,none,63,73,66
female,group C,associate's degree,standard,none,50,59,58
male,group B,high school,standard,none,78,77,82
female,group D,some college,free/reduced,none,45,57,55
male,group B,some high school,free/reduced,completed,49,49,50
female,group E,high school,free/reduced,completed,53,72,78
male,group E,high school,standard,none,94,72,71
female,group D,some college,standard,completed,79,72,79
female,group E,some high school,free/reduced,none,69,75,75
male,group C,high school,standard,completed,54,55,51
female,group C,some college,standard,none,65,64,69
male,group E,associate's degree,standard,none,68,55,61
male,group C,some college,standard,none,85,91,81
female,group D,master's degree,standard,none,95,96,96
female,group D,high school,standard,none,48,67,64
male,group C,high school,standard,none,79,80,68
female,group A,some college,standard,none,58,54,60
female,group D,some high school,free/reduced,none,49,58,54
female,group E,associate's degree,standard,none,100,100,100
female,group C,some high school,free/reduced,completed,69,78,75
male,group D,some college,standard,none,73,54,58
female,group D,some college,standard,none,57,72,69
male,group A,some high school,standard,completed,66,65,68
male,group C,some college,standard,none,66,66,63
female,group E,associate's degree,standard,none,63,76,66
female,group B,bachelor's degree,standard,none,80,89,80
female,group D,bachelor's degree,standard,none,93,99,96
male,group C,some high school,standard,completed,80,74,65
female,group A,high school,free/reduced,completed,55,47,57
female,group D,some college,free/reduced,none,44,70,56
female,group A,some college,standard,none,54,64,70
female,group C,some college,standard,completed,68,80,82
male,group B,some college,free/reduced,completed,61,63,62
male,group C,associate's degree,standard,none,65,65,56
male,group D,high school,standard,completed,54,41,53
female,group C,associate's degree,standard,none,90,90,90
female,group B,high school,free/reduced,none,10,21,22
male,group D,some high school,standard,none,85,82,79
male,group B,some high school,standard,completed,81,88,88
female,group A,some college,standard,completed,82,82,91
female,group C,some high school,standard,none,71,79,84
male,group A,high school,standard,none,53,50,55
female,group C,associate's degree,standard,none,39,61,48
male,group E,some high school,standard,completed,83,73,72
female,group A,some high school,free/reduced,none,48,50,45
female,group D,some college,free/reduced,completed,64,88,84
male,group E,high school,free/reduced,completed,83,86,70
female,group B,some high school,standard,completed,61,85,77
female,group D,associate's degree,free/reduced,none,57,76,73
female,group D,bachelor's degree,free/reduced,none,65,75,77
male,group A,high school,standard,none,60,59,57
female,group E,master's degree,standard,completed,89,100,98
male,group C,high school,free/reduced,none,58,53,55
female,group C,high school,free/reduced,completed,54,71,67
female,group D,some college,standard,completed,65,83,79
female,group D,some college,free/reduced,none,72,86,84
female,group B,bachelor's degree,standard,none,74,73,73
female,group C,some college,standard,completed,69,90,92
female,group B,master's degree,standard,none,91,97,96
male,group A,associate's degree,free/reduced,none,50,59,39
male,group C,some college,standard,none,76,78,72
female,group B,associate's degree,standard,none,68,81,83
female,group B,some college,standard,completed,83,91,93
male,group B,some college,free/reduced,none,44,46,37
male,group D,high school,free/reduced,completed,63,60,65
female,group B,high school,free/reduced,none,41,64,48
male,group C,associate's degree,standard,none,59,56,56
male,group D,associate's degree,standard,none,39,56,45
female,group B,high school,standard,none,61,76,74
male,group A,some college,standard,completed,80,68,67
female,group A,master's degree,standard,none,47,58,62
female,group C,some high school,standard,none,68,73,77
male,group C,high school,standard,none,91,86,91
female,group B,some high school,free/reduced,none,19,27,27
male,group C,master's degree,free/reduced,completed,46,38,46
female,group C,associate's degree,free/reduced,none,51,60,56
male,group D,high school,standard,none,66,73,60
female,group B,some college,free/reduced,completed,70,79,72
male,group D,some college,standard,none,44,56,48
female,group C,some high school,standard,none,70,73,71
male,group D,bachelor's degree,free/reduced,completed,72,67,82
male,group A,master's degree,free/reduced,none,71,72,67
male,group B,some college,standard,none,67,52,53
female,group C,bachelor's degree,standard,none,70,72,72
male,group C,high school,standard,none,69,72,70
female,group D,master's degree,standard,none,67,74,73
female,group D,some college,standard,none,71,73,70
female,group B,some college,standard,none,63,70,63
female,group E,master's degree,free/reduced,none,61,76,69
male,group D,some college,standard,none,38,42,39
male,group E,some college,standard,none,100,89,81
male,group E,associate's degree,standard,completed,80,77,75
female,group D,associate's degree,standard,none,76,77,79
female,group D,some high school,free/reduced,none,55,66,62
female,group D,associate's degree,free/reduced,completed,80,91,86
male,group B,associate's degree,free/reduced,none,62,54,55
male,group C,associate's degree,free/reduced,none,54,64,50
female,group C,associate's degree,standard,none,63,78,68
female,group B,associate's degree,standard,none,48,53,61
male,group B,some college,free/reduced,completed,59,66,70
female,group E,associate's degree,free/reduced,none,48,60,52
male,group B,associate's degree,standard,none,61,55,60
female,group A,associate's degree,standard,completed,56,65,61
female,group C,high school,standard,none,68,66,80
female,group D,associate's degree,free/reduced,completed,52,71,77
male,group C,high school,standard,completed,84,79,86
male,group E,some college,standard,none,57,59,48
male,group E,associate's degree,free/reduced,completed,73,67,73
male,group C,some college,standard,none,51,47,46
male,group D,high school,standard,none,88,79,74
female,group C,some high school,free/reduced,completed,70,88,91
female,group C,high school,free/reduced,none,32,45,38
female,group E,associate's degree,standard,completed,82,87,87
male,group D,associate's degree,standard,none,49,52,54
male,group D,some college,standard,completed,60,58,56
female,group C,some high school,free/reduced,none,0,12,12
male,group E,bachelor's degree,free/reduced,completed,79,72,77
male,group A,some high school,free/reduced,none,42,40,31
male,group A,associate's degree,free/reduced,none,66,64,52
female,group C,associate's degree,standard,none,71,77,73
female,group D,some high school,standard,none,55,59,57
male,group B,some high school,standard,none,63,67,65
male,group D,some high school,free/reduced,none,46,33,41
female,group C,some college,standard,none,62,68,70
male,group B,associate's degree,free/reduced,none,61,56,52
female,group C,associate's degree,standard,none,42,68,55
female,group D,some college,free/reduced,completed,56,68,73
male,group D,some college,standard,completed,66,59,60
female,group A,associate's degree,free/reduced,none,45,50,44
male,group C,some high school,free/reduced,none,66,59,54
male,group C,some high school,standard,none,46,53,39
male,group B,associate's degree,free/reduced,none,42,40,37
male,group E,some high school,standard,none,35,21,23
male,group A,bachelor's degree,standard,completed,82,79,77
female,group D,some high school,standard,completed,60,72,71
female,group E,master's degree,standard,none,65,68,72
female,group B,associate's degree,standard,none,48,48,51
male,group B,high school,free/reduced,none,47,42,42
male,group A,some college,free/reduced,completed,54,49,55
male,group E,associate's degree,standard,none,70,63,58
male,group D,high school,free/reduced,none,44,43,34
female,group C,some college,standard,none,77,80,84
female,group C,some college,free/reduced,none,74,81,91
female,group D,associate's degree,standard,none,68,67,78
female,group A,some college,standard,none,53,73,65
female,group D,some high school,standard,none,77,83,80
female,group C,bachelor's degree,standard,none,68,76,70
male,group C,high school,free/reduced,none,29,37,32
male,group C,high school,standard,none,74,77,66
male,group C,associate's degree,free/reduced,completed,38,46,54
female,group B,some college,standard,none,78,82,95
male,group C,associate's degree,free/reduced,completed,77,84,84
male,group B,some high school,standard,completed,60,68,60
female,group E,some college,standard,completed,59,71,65
female,group D,some college,free/reduced,none,59,62,60
female,group D,bachelor's degree,standard,none,64,72,64
male,group B,some college,standard,none,77,68,68
male,group D,bachelor's degree,standard,completed,71,75,69
female,group D,associate's degree,standard,none,88,86,86
male,group B,high school,standard,completed,55,49,42
male,group C,some college,standard,completed,100,88,91
female,group C,some college,standard,none,57,64,77
female,group D,master's degree,standard,none,83,100,100
male,group E,associate's degree,standard,completed,65,66,68
female,group B,associate's degree,free/reduced,none,54,75,71
female,group B,some high school,standard,none,72,66,76
female,group D,associate's degree,free/reduced,completed,80,89,96
male,group C,high school,standard,none,66,55,46
male,group A,associate's degree,standard,none,57,48,43
female,group D,some college,standard,none,52,60,52
female,group E,bachelor's degree,standard,completed,95,100,100
male,group C,high school,standard,none,88,82,78
female,group B,bachelor's degree,free/reduced,none,71,88,78
female,group D,bachelor's degree,standard,none,73,82,78
female,group D,some high school,standard,none,49,64,60
female,group C,some college,standard,none,59,66,65
female,group C,bachelor's degree,standard,completed,81,91,91
male,group B,associate's degree,standard,completed,89,94,89
female,group C,some college,standard,completed,83,94,91
male,group D,high school,free/reduced,none,58,52,57
male,group E,some college,standard,none,85,76,69
female,group B,high school,standard,none,90,90,85
male,group B,some high school,standard,none,69,69,63
male,group D,some college,standard,completed,68,82,71
