gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group A,master's degree,free/reduced,none,69,75,77
male,group B,some college,standard,none,66,51,58
female,group C,bachelor's degree,standard,none,72,74,72
male,group C,high school,standard,none,69,70,64
female,group D,master's degree,standard,none,61,66,72
female,group D,some college,standard,none,65,75,71
female,group B,some college,standard,none,63,69,66
female,group E,master's degree,free/reduced,none,56,75,69
male,group D,some college,standard,none,44,44,34
male,group E,some college,standard,none,96,83,78
male,group E,associate's degree,standard,completed,79,83,76
female,group D,associate's degree,standard,none,75,78,88
female,group D,some high school,free/reduced,none,54,62,58
female,group D,associate's degree,free/reduced,completed,77,86,86
male,group B,associate's degree,free/reduced,none,62,51,53
male,group C,associate's degree,free/reduced,none,51,60,49
female,group C,associate's degree,standard,none,61,68,67
female,group B,associate's degree,standard,none,49,58,67
male,group B,some college,free/reduced,completed,63,63,66
female,group E,associate's degree,free/reduced,none,47,54,52
male,group B,associate's degree,standard,none,70,58,60
female,group A,associate's degree,standard,completed,52,68,66
female,group C,high school,standard,none,71,68,81
female,group D,associate's degree,free/reduced,completed,55,73,75
male,group C,high school,standard,completed,78,80,85
male,group E,some college,standard,none,50,56,48
male,group E,associate's degree,free/reduced,completed,78,72,66
male,group C,some college,standard,none,54,49,42
male,group D,high school,standard,none,86,80,77
female,group C,some high school,free/reduced,completed,68,86,86
female,group C,high school,free/reduced,none,30,39,46
female,group E,associate's degree,standard,completed,83,81,86
male,group D,associate's degree,standard,none,52,59,51
male,group D,some college,standard,completed,62,60,62
female,group C,some high school,free/reduced,none,3,21,9
male,group E,bachelor's degree,free/reduced,completed,82,72,77
male,group A,some high school,free/reduced,none,34,40,34
male,group A,associate's degree,free/reduced,none,59,56,57
female,group C,associate's degree,standard,none,66,83,73
female,group D,some high school,standard,none,57,61,64
male,group B,some high school,standard,none,64,67,64
male,group D,some high school,free/reduced,none,46,40,34
female,group C,some college,standard,none,58,72,71
male,group B,associate's degree,free/reduced,none,58,54,51
female,group C,associate's degree,standard,none,34,67,56
female,group D,some college,free/reduced,completed,61,59,70
male,group D,some college,standard,completed,65,57,64
female,group A,associate's degree,free/reduced,none,44,47,46
male,group C,some high school,free/reduced,none,57,52,51
male,group C,some high school,standard,none,51,53,45
male,group B,associate's degree,free/reduced,none,43,42,35
male,group E,some high school,standard,none,35,23,20
male,group A,bachelor's degree,standard,completed,78,80,83
female,group D,some high school,standard,completed,58,79,76
female,group E,master's degree,standard,none,59,71,72
female,group B,associate's degree,standard,none,45,45,47
male,group B,high school,free/reduced,none,48,43,50
male,group A,some college,free/reduced,completed,50,47,58
male,group E,associate's degree,standard,none,69,64,61
male,group D,high school,free/reduced,none,45,41,39
female,group C,some college,standard,none,76,82,79
female,group C,some college,free/reduced,none,72,84,88
female,group D,associate's degree,standard,none,74,67,70
female,group A,some college,standard,none,54,66,62
female,group D,some high school,standard,none,78,82,80
female,group C,bachelor's degree,standard,none,68,74,74
male,group C,high school,free/reduced,none,32,32,39
male,group C,high school,standard,none,72,79,73
male,group C,associate's degree,free/reduced,completed,42,46,51
female,group B,some college,standard,none,78,91,96
male,group C,associate's degree,free/reduced,completed,80,81,80
male,group B,some high school,standard,completed,68,68,66
female,group E,some college,standard,completed,60,73,74
female,group D,some college,free/reduced,none,56,70,59
female,group D,bachelor's degree,standard,none,61,62,67
male,group B,some college,standard,none,75,63,67
male,group D,bachelor's degree,standard,completed,64,73,78
female,group D,associate's degree,standard,none,85,96,87
male,group B,high school,standard,completed,58,46,47
male,group C,some college,standard,completed,94,90,93
female,group C,some college,standard,none,58,68,70
female,group D,master's degree,standard,none,91,99,98
male,group E,associate's degree,standard,completed,61,67,67
female,group B,associate's degree,free/reduced,none,51,81,71
female,group B,some high school,standard,none,72,59,76
female,group D,associate's degree,free/reduced,completed,79,84,100
male,group C,high school,standard,none,63,59,53
male,group A,associate's degree,standard,none,49,51,42
female,group D,some college,standard,none,52,55,57
female,group E,bachelor's degree,standard,completed,100,95,98
male,group C,high school,standard,none,79,73,69
female,group B,bachelor's degree,free/reduced,none,74,85,83
female,group D,bachelor's degree,standard,none,77,84,77
female,group D,some high school,standard,none,55,65,59
female,group C,some college,standard,none,51,74,70
female,group C,bachelor's degree,standard,completed,74,90,87
male,group B,associate's degree,standard,completed,95,89,93
female,group C,some college,standard,completed,86,95,91
male,group D,high school,free/reduced,none,67,61,53
male,group E,some college,standard,none,85,81,75
female,group B,high school,standard,none,89,100,81
male,group B,some high school,standard,none,71,67,70
male,group D,some college,standard,completed,63,79,70
male,group D,master's degree,standard,none,83,81,69
female,group A,bachelor's degree,standard,none,54,50,51
male,group D,master's degree,standard,none,85,80,85
male,group C,some high school,free/reduced,completed,53,32,42
male,group E,some college,free/reduced,completed,90,70,68
female,group C,some college,standard,completed,72,78,82
male,group D,bachelor's degree,free/reduced,completed,69,84,70
male,group C,bachelor's degree,standard,none,56,58,46
male,group B,some high school,standard,completed,53,59,39
male,group E,high school,standard,none,72,55,55
female,group C,associate's degree,standard,none,54,68,71
male,group D,some college,standard,completed,72,64,72
female,group D,some high school,standard,none,81,68,71
female,group C,some college,free/reduced,none,58,67,66
female,group E,some college,free/reduced,completed,38,52,56
male,group A,high school,standard,none,53,45,50
male,group D,some college,standard,none,86,68,83
female,group C,some college,free/reduced,none,27,39,32
male,group B,some high school,standard,none,84,89,72
male,group C,associate's degree,free/reduced,none,70,72,65
female,group D,bachelor's degree,standard,completed,69,74,79
male,group E,associate's degree,free/reduced,completed,96,97,95
male,group A,some high school,standard,completed,64,66,66
male,group A,bachelor's degree,standard,none,76,70,71
female,group B,associate's degree,standard,completed,55,71,70
male,group D,bachelor's degree,standard,none,56,48,49
male,group D,some high school,standard,none,60,70,61
female,group C,some college,standard,completed,69,87,91
female,group E,high school,free/reduced,completed,71,77,81
male,group B,some college,free/reduced,none,57,62,61
female,group B,associate's degree,standard,completed,57,89,82
male,group D,associate's degree,free/reduced,none,64,59,68
male,group B,associate's degree,free/reduced,completed,81,81,69
female,group E,some college,free/reduced,completed,73,85,87
male,group B,master's degree,free/reduced,none,47,54,53
male,group C,high school,standard,none,54,51,46
female,group E,master's degree,standard,none,76,91,93
female,group C,bachelor's degree,standard,completed,91,98,97
male,group C,high school,free/reduced,completed,54,47,56
female,group B,master's degree,free/reduced,completed,53,80,74
female,group B,high school,standard,completed,71,83,73
female,group C,some college,free/reduced,completed,71,74,67
male,group A,high school,standard,completed,71,69,70
male,group E,some high school,standard,none,92,92,78
female,group D,some college,standard,none,76,91,76
female,group C,associate's degree,standard,none,58,64,75
female,group C,bachelor's degree,free/reduced,completed,47,56,54
female,group C,master's degree,standard,completed,83,95,83
female,group B,high school,free/reduced,completed,49,50,54
female,group C,associate's degree,standard,completed,72,72,75
female,group B,master's degree,free/reduced,completed,55,72,61
female,group D,some high school,standard,completed,92,100,100
male,group C,master's degree,free/reduced,completed,64,68,80
female,group C,some college,free/reduced,none,46,68,62
female,group E,high school,standard,none,50,52,46
female,group D,associate's degree,standard,none,70,72,68
male,group C,some high school,free/reduced,completed,50,52,44
male,group C,associate's degree,free/reduced,completed,66,62,69
male,group E,high school,standard,none,81,81,70
male,group D,some high school,standard,completed,58,69,69
male,group B,some high school,free/reduced,none,47,52,41
female,group C,bachelor's degree,standard,none,72,84,90
female,group E,associate's degree,standard,none,63,67,73
male,group D,some college,standard,completed,81,84,84
female,group B,some high school,standard,none,59,61,68
male,group D,some college,standard,completed,81,65,66
female,group C,master's degree,standard,completed,65,82,81
male,group D,associate's degree,standard,none,66,50,57
male,group C,some high school,free/reduced,completed,54,74,64
male,group E,high school,free/reduced,none,53,59,51
female,group B,some college,free/reduced,none,44,58,53
female,group B,bachelor's degree,free/reduced,none,81,79,76
female,group C,associate's degree,standard,completed,63,82,85
female,group D,some college,free/reduced,none,66,86,77
male,group C,associate's degree,standard,none,69,80,71
female,group B,associate's degree,standard,none,60,68,63
male,group C,some college,standard,none,64,44,42
male,group D,some high school,standard,completed,72,69,75
male,group E,bachelor's degree,standard,none,81,61,67
male,group E,high school,standard,completed,80,85,81
female,group B,some college,free/reduced,none,74,83,74
female,group B,some college,free/reduced,none,54,56,61
male,group D,some high school,free/reduced,completed,82,74,80
male,group C,some college,free/reduced,none,37,30,32
female,group C,high school,free/reduced,none,45,67,57
male,group C,associate's degree,free/reduced,completed,58,48,54
male,group E,high school,standard,completed,85,94,86
male,group B,some high school,standard,completed,88,85,78
female,group E,associate's degree,free/reduced,completed,85,86,84
female,group C,high school,free/reduced,none,35,37,43
male,group B,high school,free/reduced,none,67,76,73
male,group B,some high school,standard,completed,61,60,58
female,group D,high school,standard,completed,55,71,74
male,group B,associate's degree,standard,none,89,80,78
female,group C,some high school,free/reduced,none,56,63,59
male,group D,some high school,standard,none,84,80,75
female,group B,associate's degree,standard,completed,56,66,69
female,group E,master's degree,free/reduced,none,50,55,55
female,group C,some college,standard,none,72,71,69
male,group D,high school,standard,none,53,47,56
male,group A,some high school,free/reduced,none,69,76,68
female,group C,some college,standard,completed,91,96,96
male,group D,some college,standard,none,75,69,62
male,group C,associate's degree,standard,none,46,40,46
female,group B,bachelor's degree,standard,none,66,84,86
male,group E,some high school,standard,none,89,86,73
male,group C,bachelor's degree,standard,completed,78,80,79
male,group D,associate's degree,standard,none,81,77,81
male,group D,bachelor's degree,free/reduced,none,67,71,66
female,group D,some high school,standard,completed,65,59,79
male,group B,some college,standard,none,58,49,48
male,group C,associate's degree,standard,none,86,80,77
male,group D,high school,free/reduced,completed,70,64,70
female,group E,bachelor's degree,standard,none,82,87,88
female,group D,high school,standard,none,55,47,54
male,group E,some college,standard,none,61,49,47
male,group D,some high school,standard,none,75,74,73
male,group C,associate's degree,standard,none,80,79,71
male,group E,associate's degree,standard,none,87,74,77
female,group B,high school,standard,completed,58,75,73
female,group B,high school,standard,none,65,61,58
male,group C,high school,standard,none,71,64,58
male,group A,some high school,standard,completed,45,49,53
female,group D,some college,free/reduced,none,72,84,78
female,group B,some high school,standard,completed,58,75,69
male,group D,master's degree,standard,none,82,82,70
male,group D,high school,standard,none,50,57,51
female,group E,some college,standard,none,66,68,73
female,group C,associate's degree,free/reduced,none,59,77,63
male,group C,associate's degree,standard,completed,75,72,79
female,group B,some college,standard,none,74,77,83
female,group C,master's degree,free/reduced,completed,67,76,76
female,group C,some high school,free/reduced,completed,66,80,79
male,group C,some college,standard,completed,80,77,82
female,group C,some high school,free/reduced,none,47,45,51
female,group E,high school,standard,none,100,90,92
male,group D,high school,standard,none,78,76,72
male,group D,some high school,free/reduced,none,64,43,38
female,group C,bachelor's degree,standard,none,67,76,77
female,group D,high school,standard,none,71,73,76
female,group D,associate's degree,standard,completed,87,94,92
female,group E,some college,free/reduced,none,71,77,72
male,group C,bachelor's degree,standard,none,66,68,58
male,group C,some college,standard,none,53,54,44
female,group D,associate's degree,free/reduced,none,48,54,60
female,group D,some college,standard,none,65,75,73
male,group B,some college,standard,completed,86,83,76
male,group C,bachelor's degree,standard,none,81,73,69
female,group C,some high school,standard,completed,84,96,92
female,group E,high school,standard,completed,56,67,72
female,group C,some high school,free/reduced,none,68,85,82
male,group B,bachelor's degree,free/reduced,none,74,53,54
male,group D,high school,standard,none,50,51,45
male,group D,high school,standard,none,50,45,43
female,group D,bachelor's degree,free/reduced,none,73,76,88
female,group D,some college,free/reduced,completed,70,74,76
female,group B,some high school,standard,none,38,45,47
male,group B,associate's degree,standard,completed,79,79,78
male,group E,associate's degree,standard,completed,94,79,93
female,group B,some high school,standard,none,66,90,79
male,group B,bachelor's degree,free/reduced,none,93,70,71
male,group E,some high school,standard,completed,73,72,82
male,group C,associate's degree,standard,none,73,67,72
male,group D,some high school,standard,none,88,75,66
male,group C,some high school,standard,completed,61,58,60
female,group E,bachelor's degree,standard,none,65,74,75
male,group D,high school,free/reduced,completed,80,78,75
male,group B,associate's degree,free/reduced,none,71,63,55
male,group A,some high school,standard,completed,44,40,42
male,group E,associate's degree,standard,completed,66,74,66
male,group C,high school,free/reduced,completed,36,44,45
male,group D,associate's degree,free/reduced,none,92,91,77
male,group A,some college,free/reduced,completed,77,81,81
male,group D,some high school,free/reduced,none,52,50,57
female,group C,associate's degree,standard,completed,69,86,77
male,group B,associate's degree,standard,none,78,73,65
female,group C,associate's degree,standard,completed,73,72,86
male,group A,some college,standard,none,69,68,66
male,group E,some college,standard,completed,98,90,83
male,group C,some high school,standard,none,56,47,40
female,group B,associate's degree,free/reduced,none,57,71,72
female,group D,high school,free/reduced,none,44,56,48
female,group B,associate's degree,standard,none,76,76,80
male,group B,bachelor's degree,standard,none,65,65,53
male,group D,bachelor's degree,standard,completed,67,59,68
female,group C,associate's degree,free/reduced,completed,67,72,74
female,group C,bachelor's degree,standard,completed,64,61,76
male,group C,high school,standard,none,76,63,66
female,group D,master's degree,standard,completed,72,83,86
male,group C,associate's degree,standard,none,78,70,81
male,group B,bachelor's degree,standard,none,68,76,66
female,group D,associate's degree,free/reduced,none,57,64,62
female,group C,high school,free/reduced,completed,71,78,86
female,group E,high school,standard,none,77,83,76
female,group C,some college,standard,none,76,82,77
female,group C,some high school,free/reduced,none,47,55,58
female,group C,high school,free/reduced,none,37,43,46
female,group C,some college,standard,none,80,88,94
male,group C,some college,standard,none,58,58,63
male,group A,some college,free/reduced,none,23,19,15
male,group C,associate's degree,standard,completed,81,77,72
female,group B,some high school,standard,none,43,59,56
male,group C,high school,standard,none,66,59,62
male,group C,associate's degree,standard,none,44,42,34
male,group E,associate's degree,standard,completed,61,56,57
male,group B,associate's degree,standard,none,88,82,79
female,group C,bachelor's degree,standard,none,79,95,98
female,group B,some college,free/reduced,none,56,69,62
male,group D,some high school,standard,completed,73,75,69
male,group C,associate's degree,standard,none,54,51,38
female,group B,some high school,free/reduced,none,21,43,28
female,group D,some high school,free/reduced,completed,39,54,59
male,group C,high school,free/reduced,none,59,62,52
female,group C,high school,standard,none,59,77,68
female,group B,high school,standard,completed,65,80,73
male,group D,associate's degree,standard,completed,64,72,67
male,group D,some college,standard,none,81,70,72
female,group C,high school,standard,none,75,82,79
male,group B,some college,standard,none,57,64,62
female,group C,bachelor's degree,standard,completed,81,95,97
male,group D,high school,free/reduced,none,74,72,61
male,group E,associate's degree,standard,none,92,73,75
female,group B,bachelor's degree,standard,none,49,64,73
male,group E,some college,standard,none,63,53,57
female,group C,some college,standard,completed,61,74,76
female,group C,associate's degree,standard,none,46,54,55
female,group C,some college,standard,none,59,74,65
female,group B,bachelor's degree,standard,none,62,72,65
male,group A,associate's degree,standard,none,59,66,59
female,group C,some college,free/reduced,completed,37,70,71
male,group D,some college,free/reduced,none,58,66,63
female,group D,some college,standard,none,78,95,91
female,group B,high school,standard,none,58,58,54
male,group B,some high school,standard,completed,84,80,82
female,group C,some college,standard,none,54,54,55
female,group D,some high school,free/reduced,none,32,36,32
male,group C,some college,standard,none,54,60,61
male,group A,bachelor's degree,free/reduced,completed,48,60,57
male,group C,high school,standard,completed,66,56,49
male,group C,bachelor's degree,free/reduced,none,60,64,66
female,group A,some high school,free/reduced,none,49,61,58
female,group D,some high school,standard,none,68,86,85
male,group E,some college,standard,none,89,77,66
female,group C,some college,free/reduced,completed,49,68,75
male,group D,some high school,standard,none,73,70,74
female,group D,some college,standard,completed,81,98,95
female,group D,bachelor's degree,standard,none,63,69,70
male,group E,associate's degree,free/reduced,none,43,41,40
female,group D,some high school,standard,none,85,90,78
female,group D,master's degree,free/reduced,completed,89,98,96
female,group A,some high school,standard,none,75,86,80
male,group A,bachelor's degree,standard,none,68,63,61
female,group B,associate's degree,standard,none,82,86,83
male,group C,associate's degree,standard,completed,89,100,97
male,group C,master's degree,free/reduced,none,83,82,68
female,group E,some high school,free/reduced,none,41,47,48
female,group A,some high school,free/reduced,none,35,45,40
female,group E,some college,standard,none,65,76,73
female,group E,bachelor's degree,standard,none,66,76,66
female,group C,associate's degree,free/reduced,none,54,78,69
female,group D,high school,standard,none,59,61,66
male,group D,master's degree,standard,none,70,66,70
male,group E,some high school,free/reduced,completed,77,71,54
female,group D,some college,standard,none,82,66,76
male,group E,some college,standard,none,76,63,63
male,group C,associate's degree,standard,completed,61,57,53
female,group C,some high school,standard,completed,60,69,73
male,group A,high school,free/reduced,none,46,44,43
female,group B,high school,free/reduced,none,50,69,65
female,group C,associate's degree,standard,none,89,89,94
male,group B,some high school,standard,none,78,66,59
male,group D,some high school,standard,none,60,57,58
female,group C,some high school,standard,completed,57,54,62
male,group A,some college,standard,none,55,40,38
female,group A,some college,free/reduced,none,46,64,51
female,group D,high school,standard,completed,90,100,95
female,group C,high school,standard,none,53,60,67
female,group C,some high school,standard,none,68,69,69
male,group B,associate's degree,standard,completed,60,62,59
female,group B,associate's degree,standard,none,85,85,73
female,group D,high school,free/reduced,completed,57,52,55
male,group D,associate's degree,standard,completed,86,88,89
female,group D,master's degree,standard,completed,66,69,70
male,group E,some college,standard,completed,88,78,78
male,group D,associate's degree,standard,none,73,71,61
male,group B,some high school,standard,completed,66,64,64
female,group C,bachelor's degree,free/reduced,completed,56,68,75
male,group E,high school,standard,none,87,70,67
male,group C,bachelor's degree,standard,completed,71,69,70
male,group C,associate's degree,standard,none,74,74,67
male,group D,some college,standard,none,68,54,59
male,group E,high school,free/reduced,completed,57,61,55
female,group C,associate's degree,free/reduced,completed,86,96,89
female,group D,high school,standard,completed,61,60,62
female,group D,master's degree,free/reduced,completed,49,59,66
female,group A,some high school,standard,completed,57,86,85
male,group B,some college,free/reduced,none,44,37,29
female,group C,some college,free/reduced,none,65,65,64
male,group C,bachelor's degree,standard,none,88,79,84
male,group C,some high school,free/reduced,none,66,76,62
male,group A,some high school,free/reduced,none,70,56,49
male,group C,some high school,free/reduced,none,71,64,55
male,group C,associate's degree,free/reduced,none,67,64,56
female,group C,high school,standard,none,65,69,75
male,group C,high school,standard,none,59,61,53
female,group A,some high school,free/reduced,none,52,61,55
male,group C,some high school,standard,none,78,70,64
male,group C,some college,free/reduced,completed,45,48,50
male,group D,associate's degree,standard,none,79,73,68
male,group D,associate's degree,free/reduced,none,72,71,69
male,group C,high school,standard,none,68,59,51
male,group D,some high school,standard,completed,94,88,85
female,group C,some college,standard,completed,67,76,83
female,group D,high school,standard,none,74,79,79
female,group A,some high school,free/reduced,none,63,68,72
female,group B,associate's degree,standard,none,71,78,73
male,group A,some high school,free/reduced,none,80,80,69
female,group C,some high school,standard,completed,69,72,72
male,group D,some college,free/reduced,none,68,68,64
male,group C,high school,standard,completed,88,78,85
male,group B,high school,standard,none,42,46,39
male,group B,associate's degree,standard,none,78,76,68
female,group C,some college,free/reduced,completed,60,82,87
female,group E,some college,standard,none,100,88,100
female,group C,associate's degree,free/reduced,none,66,75,73
male,group C,some college,free/reduced,none,69,53,50
female,group C,associate's degree,free/reduced,none,57,58,65
male,group C,bachelor's degree,free/reduced,none,41,52,42
female,group D,bachelor's degree,standard,none,76,86,91
male,group D,associate's degree,free/reduced,none,53,49,49
female,group E,bachelor's degree,standard,none,100,98,95
male,group B,high school,standard,completed,70,62,69
male,group C,bachelor's degree,free/reduced,none,48,62,51
male,group B,some college,free/reduced,none,53,57,46
female,group E,some college,standard,none,73,65,79
female,group C,some college,free/reduced,none,75,90,88
male,group A,bachelor's degree,standard,completed,72,60,57
female,group C,some college,standard,none,88,91,92
female,group D,associate's degree,free/reduced,none,27,27,34
male,group A,high school,free/reduced,completed,70,72,68
female,group A,high school,free/reduced,completed,73,89,89
male,group C,some college,standard,none,92,78,78
female,group C,associate's degree,standard,completed,80,90,87
female,group C,high school,standard,none,61,66,71
female,group C,associate's degree,standard,completed,72,88,82
female,group D,some high school,standard,none,58,65,66
female,group B,associate's degree,standard,completed,88,88,86
female,group D,bachelor's degree,standard,completed,74,81,81
male,group E,bachelor's degree,standard,completed,73,65,70
male,group D,associate's degree,standard,none,76,67,74
female,group D,master's degree,standard,none,52,64,69
male,group E,associate's degree,standard,none,77,70,64
male,group B,high school,standard,completed,74,70,66
female,group D,associate's degree,free/reduced,none,56,58,56
male,group C,some college,free/reduced,none,73,66,60
male,group A,high school,standard,none,61,47,48
female,group B,associate's degree,standard,none,54,54,56
male,group C,high school,standard,none,65,72,71
male,group D,some college,free/reduced,none,59,43,53
female,group C,associate's degree,free/reduced,none,65,74,69
male,group B,some high school,standard,completed,63,53,56
male,group A,associate's degree,free/reduced,completed,83,79,86
female,group A,associate's degree,free/reduced,none,70,82,80
female,group C,associate's degree,standard,none,65,64,74
female,group C,some college,standard,none,79,84,87
female,group C,bachelor's degree,standard,none,76,93,88
female,group B,high school,standard,none,56,59,69
male,group D,high school,standard,completed,72,59,70
female,group C,some college,standard,none,59,45,48
female,group D,some college,free/reduced,completed,64,74,74
female,group B,some high school,standard,none,71,73,68
male,group E,some college,standard,none,71,71,77
female,group D,master's degree,standard,none,77,80,86
female,group B,associate's degree,standard,completed,95,92,90
male,group C,some college,free/reduced,none,58,60,55
female,group E,associate's degree,standard,completed,95,84,90
female,group D,master's degree,free/reduced,none,41,54,56
female,group B,some high school,standard,none,85,77,75
male,group A,high school,standard,none,65,71,63
male,group B,bachelor's degree,free/reduced,none,57,62,52
male,group C,master's degree,standard,none,82,80,81
female,group C,bachelor's degree,standard,none,81,89,83
male,group D,some college,standard,none,79,71,78
male,group A,some high school,standard,none,66,54,43
male,group D,some high school,free/reduced,none,66,53,48
female,group B,some high school,standard,completed,55,65,58
female,group B,master's degree,free/reduced,completed,72,100,93
female,group C,some high school,standard,completed,80,86,84
female,group D,some college,standard,none,75,84,79
female,group E,some college,standard,completed,61,78,77
female,group D,some high school,standard,completed,65,75,77
female,group B,high school,free/reduced,completed,62,73,81
male,group D,some college,standard,none,69,53,53
female,group C,associate's degree,standard,none,92,85,83
male,group D,bachelor's degree,standard,none,70,60,56
male,group C,master's degree,free/reduced,none,56,62,54
male,group C,high school,standard,completed,55,54,52
male,group E,some college,standard,none,68,56,58
male,group C,some high school,free/reduced,completed,56,63,57
female,group C,high school,free/reduced,none,34,48,45
female,group D,bachelor's degree,free/reduced,none,30,36,42
female,group C,associate's degree,standard,none,64,77,69
female,group C,associate's degree,standard,completed,69,71,68
female,group C,some high school,standard,none,42,49,56
male,group E,associate's degree,standard,completed,65,57,62
female,group E,associate's degree,standard,completed,76,89,90
male,group B,high school,standard,completed,71,69,65
female,group C,bachelor's degree,free/reduced,completed,61,86,81
male,group C,associate's degree,standard,completed,53,58,58
female,group D,high school,standard,none,48,66,59
male,group E,bachelor's degree,standard,completed,90,64,69
male,group A,associate's degree,standard,completed,93,95,86
male,group C,high school,standard,completed,72,64,71
male,group D,associate's degree,free/reduced,completed,75,77,84
female,group C,associate's degree,standard,none,84,79,74
female,group D,associate's degree,standard,none,79,96,89
female,group D,master's degree,standard,none,69,61,69
male,group E,some high school,free/reduced,completed,73,83,81
female,group A,some high school,standard,completed,96,100,100
male,group C,high school,standard,completed,70,67,60
female,group C,high school,free/reduced,none,58,65,62
male,group C,master's degree,standard,none,76,71,65
male,group C,some high school,free/reduced,none,74,71,68
male,group B,bachelor's degree,free/reduced,completed,90,86,91
female,group B,associate's degree,standard,none,44,48,50
male,group D,some college,free/reduced,none,77,66,65
male,group E,associate's degree,standard,none,52,49,42
female,group C,some college,free/reduced,none,30,43,34
female,group C,associate's degree,standard,completed,57,68,74
male,group C,master's degree,free/reduced,none,65,70,66
female,group B,associate's degree,free/reduced,none,57,65,66
male,group D,some high school,standard,none,70,62,60
female,group D,some college,standard,completed,71,70,80
female,group C,some college,standard,none,68,69,70
male,group C,bachelor's degree,standard,completed,97,88,87
female,group D,some college,free/reduced,completed,65,78,75
male,group B,bachelor's degree,free/reduced,none,47,55,43
male,group B,associate's degree,standard,none,48,48,48
female,group E,bachelor's degree,free/reduced,completed,96,99,96
female,group D,master's degree,free/reduced,completed,60,66,80
male,group B,high school,free/reduced,none,58,43,47
male,group D,bachelor's degree,free/reduced,none,66,63,66
male,group B,some college,standard,completed,75,73,68
male,group A,bachelor's degree,standard,none,91,100,96
female,group C,some college,standard,none,50,63,58
female,group C,high school,free/reduced,completed,49,67,63
female,group E,high school,standard,none,75,82,70
male,group A,associate's degree,free/reduced,completed,39,50,50
male,group A,some college,standard,completed,61,46,49
female,group B,high school,standard,none,80,92,94
female,group B,some college,free/reduced,completed,51,51,59
female,group D,master's degree,standard,none,56,56,63
female,group D,some high school,standard,none,82,95,94
female,group E,some high school,standard,none,79,80,84
female,group D,bachelor's degree,free/reduced,none,64,78,78
female,group D,associate's degree,standard,completed,69,77,79
female,group D,some college,standard,none,68,74,79
female,group C,associate's degree,standard,none,65,73,74
female,group A,high school,standard,none,58,77,71
female,group C,bachelor's degree,free/reduced,none,48,58,60
female,group C,some college,standard,none,49,67,61
female,group A,some high school,standard,none,44,68,66
male,group C,some college,free/reduced,none,63,60,53
male,group A,some high school,standard,none,70,62,53
male,group E,bachelor's degree,standard,none,65,65,65
female,group E,high school,standard,none,69,72,69
female,group C,bachelor's degree,standard,completed,90,100,94
female,group C,bachelor's degree,standard,completed,56,75,71
male,group B,high school,free/reduced,none,28,24,19
male,group A,some high school,standard,none,55,52,46
female,group D,high school,standard,none,70,77,71
female,group D,some high school,standard,none,65,85,84
female,group D,master's degree,standard,none,51,62,58
female,group C,high school,standard,none,24,27,35
female,group E,some college,standard,none,79,74,82
male,group D,high school,free/reduced,none,60,59,52
male,group D,master's degree,free/reduced,completed,79,90,88
male,group C,some high school,standard,none,75,72,67
female,group C,associate's degree,standard,none,83,84,86
female,group C,master's degree,free/reduced,none,44,54,52
female,group E,some college,standard,none,58,61,57
female,group B,associate's degree,standard,none,58,68,61
male,group D,some college,free/reduced,completed,69,64,65
female,group C,some college,standard,none,54,57,65
male,group C,bachelor's degree,standard,completed,95,87,96
female,group C,associate's degree,standard,none,68,78,78
female,group A,associate's degree,standard,none,87,94,95
female,group C,high school,standard,none,64,65,71
female,group E,bachelor's degree,standard,none,35,50,41
male,group D,bachelor's degree,standard,none,88,81,85
male,group D,master's degree,standard,none,97,77,85
male,group C,associate's degree,free/reduced,completed,62,73,70
female,group C,high school,free/reduced,none,36,57,53
male,group B,bachelor's degree,free/reduced,none,59,65,58
male,group C,high school,free/reduced,completed,62,54,52
male,group A,some college,standard,completed,100,97,91
female,group E,bachelor's degree,free/reduced,none,61,56,60
male,group D,some college,standard,completed,98,96,100
male,group B,associate's degree,free/reduced,completed,69,65,61
male,group D,associate's degree,standard,none,65,43,47
male,group D,some college,free/reduced,none,44,59,47
female,group C,some high school,standard,completed,41,56,57
male,group D,some college,standard,none,63,59,67
male,group B,high school,standard,none,84,60,64
female,group B,bachelor's degree,standard,completed,64,72,78
female,group C,high school,standard,none,74,84,81
male,group D,some high school,standard,none,87,88,82
male,group A,high school,standard,none,66,70,68
female,group B,high school,free/reduced,completed,63,75,82
female,group D,some high school,standard,completed,75,96,91
male,group E,some college,standard,none,86,79,75
female,group D,associate's degree,standard,none,75,72,78
male,group D,high school,standard,none,44,55,52
female,group D,associate's degree,free/reduced,completed,79,85,87
female,group B,some high school,free/reduced,none,73,84,80
female,group E,high school,standard,completed,79,84,77
male,group B,high school,standard,none,75,60,64
female,group B,bachelor's degree,standard,completed,67,83,82
female,group D,associate's degree,standard,none,63,67,67
female,group E,high school,free/reduced,none,67,66,66
female,group B,high school,standard,none,51,58,56
female,group D,some college,standard,completed,69,74,84
male,group C,some high school,free/reduced,completed,47,54,55
female,group A,high school,standard,completed,72,84,81
female,group D,some college,standard,completed,86,83,100
female,group A,associate's degree,standard,completed,66,69,70
female,group B,some high school,standard,none,69,75,75
female,group B,some college,standard,none,61,66,72
male,group C,associate's degree,free/reduced,none,74,71,66
male,group D,some high school,standard,none,74,63,63
female,group D,associate's degree,free/reduced,none,48,55,56
